dataset,level,instance,scenario_seed,algorithm_seed,method,seed_index,checkpoint_fe,actual_fe,warm_start_fe,local_search_fe,local_budget,response_time,fitness,distance,total_late,is_feasible,reference_cost,gap_to_reference
addition_instances,M1,10,6110,6830002,Fixed15,2,2500,2493,78,795,15,0.3491864,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed25,2,500,493,78,175,25,0.2803554,3442.96743994192,3442.96743994192,0,1,3490.38557065644,-0.0135853560458086
addition_instances,M1,10,6110,6830002,Fixed25,2,1000,988,78,400,25,0.2803554,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed25,2,1500,1483,78,625,25,0.2803554,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed25,2,2500,2473,78,1075,25,0.2803554,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed35,2,500,498,78,210,35,0.329054,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed35,2,1000,953,78,455,35,0.329054,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed35,2,1500,1473,78,735,35,0.329054,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed35,2,2500,2448,78,1260,35,0.329054,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed40,2,500,458,78,200,40,0.2854315,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed40,2,1000,948,78,480,40,0.2854315,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed40,2,1500,1438,78,760,40,0.2854315,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Fixed40,2,2500,2488,78,1360,40,0.2854315,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Adaptive,2,500,493,78,175,25,0.3139232,3442.96743994192,3442.96743994192,0,1,3490.38557065644,-0.0135853560458086
addition_instances,M1,10,6110,6830002,Adaptive,2,1000,988,78,400,25,0.3139232,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Adaptive,2,1500,1483,78,625,25,0.3139232,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830002,Adaptive,2,2500,2500,78,1075,0,0.3139232,3442.84350597712,3442.84350597712,0,1,3490.38557065644,-0.0136208632877122
addition_instances,M1,10,6110,6830003,Fixed5,3,500,493,78,55,5,0.3431984,3490.26163669164,3490.26163669164,0,1,3490.38557065644,-3.5507241903592e-05
addition_instances,M1,10,6110,6830003,Fixed5,3,1000,983,78,125,5,0.3431984,3490.26163669164,3490.26163669164,0,1,3490.38557065644,-3.5507241903592e-05
