level,instance,scenario_seed,algorithm_seed,budget,strategy,event_time,event_size,oracle_status,reference_cost,warm_start_fe,routing_fe,total_fe,response_time,fitness,distance,total_late,obstacle_violation,is_feasible,gap_to_reference,route_disruption,gap_to_bks,bks_cost
M2,1,6201,8700,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.50282253429,200,780,980,0.0829229,3492.50282253429,3492.50282253429,0,0,1,0,0,0,3492.50282253429
M2,1,6201,9200,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.50282253429,200,1290,1490,0.1272548,3492.50282253429,3492.50282253429,0,0,1,0,0,0,3492.50282253429
M2,1,6201,10200,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.50282253429,200,2280,2480,0.2193812,3492.50282253429,3492.50282253429,0,0,1,0,0,0,3492.50282253429
M2,1,6201,8200,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.50282253429,0,38,38,0.0059612,3492.50282253429,3492.50282253429,0,0,1,0,0,0,3492.50282253429
M2,1,6201,8700,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.50282253429,0,38,38,0.0028519,3492.50282253429,3492.50282253429,0,0,1,0,0,0,3492.50282253429
M2,1,6201,9200,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.50282253429,0,38,38,0.0028103,3492.50282253429,3492.50282253429,0,0,1,0,0,0,3492.50282253429
M2,1,6201,10200,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.50282253429,0,38,38,0.002785,3492.50282253429,3492.50282253429,0,0,1,0,0,0,3492.50282253429
M2,2,6202,8300,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,480,480,0.0414087,6577.69694240332,6577.69694240332,0,0,1,0.883309382202187,0.588235294117647,0.883309382202189,3492.62686447826
M2,2,6202,8800,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,990,990,0.0919733,5756.24347018452,5756.24347018452,0,0,1,0.648112922891465,0.529411764705882,0.648112922891466,3492.62686447826
M2,2,6202,9300,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,1500,1500,0.1268098,5772.76326422804,5772.76326422804,0,0,1,0.652842828113099,0.705882352941176,0.652842828113101,3492.62686447826
M2,2,6202,10300,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,2490,2490,0.2089635,4559.06983512538,4559.06983512538,0,0,1,0.305341226540221,0.705882352941176,0.305341226540222,3492.62686447826
M2,2,6202,8300,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,200,300,500,0.0456527,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,2,6202,8800,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,200,780,980,0.0846626,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,2,6202,9300,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,200,1290,1490,0.1252286,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,2,6202,10300,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,200,2280,2480,0.2087249,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,2,6202,8300,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,38,38,0.0028468,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,2,6202,8800,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,38,38,0.003523,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,2,6202,9300,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,38,38,0.002921,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,2,6202,10300,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.62686447826,0,38,38,0.0031095,3492.62686447826,3492.62686447826,0,0,1,0,0,0,3492.62686447826
M2,3,6203,8400,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,480,480,0.0412827,5883.07722394492,5883.07722394492,0,0,1,0.685381959716505,0.705882352941176,0.685381959716504,3490.64922050934
M2,3,6203,8900,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,990,990,0.0832089,4918.89370263621,4918.89370263621,0,0,1,0.409162992871127,0.352941176470588,0.409162992871128,3490.64922050934
M2,3,6203,9400,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,1500,1500,0.128152,3862.3769723959,3862.3769723959,0,0,1,0.106492439773803,0.647058823529412,0.106492439773802,3490.64922050934
M2,3,6203,10400,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,2490,2490,0.2180638,4578.56095159984,4578.56095159984,0,0,1,0.311664582249761,0.411764705882353,0.311664582249762,3490.64922050934
M2,3,6203,8400,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,200,300,500,0.0438874,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,3,6203,8900,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,200,780,980,0.0849643,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,3,6203,9400,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,200,1290,1490,0.1248895,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,3,6203,10400,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,200,2280,2480,0.2048255,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,3,6203,8400,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,38,38,0.00308,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,3,6203,8900,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,38,38,0.0028264,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,3,6203,9400,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,38,38,0.0027606,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,3,6203,10400,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.64922050934,0,38,38,0.0027858,3490.64922050934,3490.64922050934,0,0,1,0,0,0,3490.64922050934
M2,4,6204,8500,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,480,480,0.0419973,6436.02398526581,6436.02398526581,0,0,1,0.841799440802324,0.647058823529412,0.841799440802325,3494.42172838436
M2,4,6204,9000,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,990,990,0.0825764,5417.79640903597,5417.79640903597,0,0,1,0.550412866606364,0.588235294117647,0.550412866606367,3494.42172838436
M2,4,6204,9500,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,1500,1500,0.130781,4778.14556332945,4778.14556332945,0,0,1,0.367363739905148,0.647058823529412,0.367363739905148,3494.42172838436
M2,4,6204,10500,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,2490,2490,0.2068826,5836.10977760612,5836.10977760612,0,0,1,0.670121762980345,0.529411764705882,0.670121762980347,3494.42172838436
M2,4,6204,8500,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,200,300,500,0.0438291,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,4,6204,9000,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,200,780,980,0.085289,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,4,6204,9500,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,200,1290,1490,0.1266945,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,4,6204,10500,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,200,2280,2480,0.2144644,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,4,6204,8500,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,38,38,0.0028249,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,4,6204,9000,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,38,38,0.0027843,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,4,6204,9500,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,38,38,0.0027908,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,4,6204,10500,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3494.42172838436,0,38,38,0.0027721,3494.42172838436,3494.42172838436,0,0,1,0,0,0,3494.42172838436
M2,5,6205,8600,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,480,480,0.0528587,6187.03736796076,6187.03736796076,0,0,1,0.771400323031456,0.705882352941176,0.771400323031454,3492.73808270097
M2,5,6205,9100,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,990,990,0.1032679,4615.42567477692,4615.42567477692,0,0,1,0.321434807160738,0.705882352941176,0.321434807160737,3492.73808270097
M2,5,6205,9600,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,1500,1500,0.1464225,4543.63472980663,4543.63472980663,0,0,1,0.30088046175309,0.352941176470588,0.300880461753087,3492.73808270097
M2,5,6205,10600,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,2490,2490,0.250419,4353.8895248512,4353.8895248512,0,0,1,0.246554829408879,0.647058823529412,0.246554829408878,3492.73808270097
M2,5,6205,8600,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,200,300,500,0.0557536,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,5,6205,9100,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,200,780,980,0.0999129,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,5,6205,9600,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,200,1290,1490,0.1569476,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,5,6205,10600,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,200,2280,2480,0.2608163,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,5,6205,8600,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,38,38,0.0031828,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,5,6205,9100,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,38,38,0.0031039,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,5,6205,9600,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,38,38,0.0032602,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,5,6205,10600,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3492.73808270097,0,38,38,0.0033175,3492.73808270097,3492.73808270097,0,0,1,0,0,0,3492.73808270097
M2,6,6206,8700,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,480,480,0.0560836,6159.63263329532,6159.63263329532,0,0,1,0.764366094363753,0.588235294117647,0.764366094363753,3491.13069729247
M2,6,6206,9200,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,990,990,0.1145756,5429.05654281685,5429.05654281685,0,0,1,0.555099769546677,0.705882352941176,0.555099769546677,3491.13069729247
M2,6,6206,9700,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,1500,1500,0.1866512,4819.97976787565,4819.97976787565,0,0,1,0.380635726876041,0.823529411764706,0.380635726876041,3491.13069729247
M2,6,6206,10700,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,2490,2490,0.2797265,4920.52236618308,4920.52236618308,0,0,1,0.409435163799271,0.588235294117647,0.409435163799272,3491.13069729247
M2,6,6206,8700,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,200,300,500,0.0597177,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,6,6206,9200,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,200,780,980,0.1103669,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,6,6206,9700,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,200,1290,1490,0.1829965,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,6,6206,10700,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,200,2280,2480,0.2907245,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,6,6206,8700,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,38,38,0.0052647,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,6,6206,9200,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,38,38,0.0043665,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,6,6206,9700,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,38,38,0.0034276,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,6,6206,10700,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.13069729247,0,38,38,0.0033945,3491.13069729247,3491.13069729247,0,0,1,0,0,0,3491.13069729247
M2,7,6207,8800,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,480,480,0.0562415,5892.51642488262,5892.51642488262,0,0,1,0.687866107876634,0.647058823529412,0.687866107876635,3491.10418023353
M2,7,6207,9300,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,990,990,0.1255339,5416.05934112118,5416.05934112118,0,0,1,0.55138863279608,0.764705882352941,0.551388632796081,3491.10418023353
M2,7,6207,9800,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,1500,1500,0.1958116,6119.52025390313,6119.52025390313,0,0,1,0.752889612561998,0.705882352941176,0.752889612562,3491.10418023353
M2,7,6207,10800,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,2490,2490,0.2855439,5231.15136319499,5231.15136319499,0,0,1,0.498423161592691,0.764705882352941,0.498423161592692,3491.10418023353
M2,7,6207,8800,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,200,300,500,0.0578299,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,7,6207,9300,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,200,780,980,0.1165518,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,7,6207,9800,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,200,1290,1490,0.1695145,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,7,6207,10800,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,200,2280,2480,0.2925089,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,7,6207,8800,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,38,38,0.0041292,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,7,6207,9300,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,38,38,0.0036222,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,7,6207,9800,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,38,38,0.0038141,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,7,6207,10800,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.10418023353,0,38,38,0.0037047,3491.10418023353,3491.10418023353,0,0,1,0,0,0,3491.10418023353
M2,8,6208,8900,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,480,480,0.0626281,5984.83501142545,5984.83501142545,0,0,1,0.714308541704293,0.647058823529412,0.714308541704293,3491.1072691008
M2,8,6208,9400,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,990,990,0.1183088,5905.20593506271,5905.20593506271,0,0,1,0.691499424073469,0.470588235294118,0.691499424073471,3491.1072691008
M2,8,6208,9900,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,1500,1500,0.1764209,4143.12425524569,4143.12425524569,0,0,1,0.186765096539937,0.529411764705882,0.186765096539938,3491.1072691008
M2,8,6208,10900,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,2490,2490,0.2863834,4791.65942419799,4791.65942419799,0,0,1,0.372532854148642,0.647058823529412,0.372532854148641,3491.1072691008
M2,8,6208,8900,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,200,300,500,0.0655713,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,8,6208,9400,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,200,780,980,0.1160256,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,8,6208,9900,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,200,1290,1490,0.1824382,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,8,6208,10900,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,200,2280,2480,0.2792201,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,8,6208,8900,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,38,38,0.0054163,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,8,6208,9400,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,38,38,0.0071731,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,8,6208,9900,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,38,38,0.0073121,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,8,6208,10900,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.1072691008,0,38,38,0.0070249,3491.1072691008,3491.1072691008,0,0,1,0,0,0,3491.1072691008
M2,9,6209,9000,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,480,480,0.0752991,5866.42240530396,5866.42240530396,0,0,1,0.680641557145293,0.588235294117647,0.682287168124095,3487.17063082967
M2,9,6209,9500,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,990,990,0.1227992,4019.66894633736,4019.66894633736,0,0,1,0.151574539036447,0.705882352941176,0.152702110645213,3487.17063082967
M2,9,6209,10000,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,1500,1500,0.1447146,4415.42447814948,4409.25411688254,0.0617036126694188,0,0,0.26495253115516,0.470588235294118,0.266191117553361,3487.17063082967
M2,9,6209,11000,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,2490,2490,0.243493,3806.49655594696,3806.49655594696,0,0,1,0.0905038636956832,0.352941176470588,0.0915716375603095,3487.17063082967
M2,9,6209,9000,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,200,300,500,0.0454442,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,9,6209,9500,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,200,780,980,0.0896093,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,9,6209,10000,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,200,1290,1490,0.1458087,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,9,6209,11000,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,200,2280,2480,0.2277386,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,9,6209,9000,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,38,38,0.003494,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,9,6209,9500,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,38,38,0.0029889,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,9,6209,10000,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,38,38,0.0028801,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,9,6209,11000,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3490.58511635792,0,38,38,0.003038,3490.58511635792,3490.58511635792,0,0,1,0,0,0.000979156425000588,3487.17063082967
M2,10,6210,9100,500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,480,480,0.0579337,6003.25302815512,6003.25302815512,0,0,1,0.719478402699277,0.470588235294118,0.719478402699278,3491.32214672256
M2,10,6210,9600,1000,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,990,990,0.1182374,5898.08322877584,5898.08322877584,0,0,1,0.689355201528052,0.529411764705882,0.689355201528052,3491.32214672256
M2,10,6210,10100,1500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,1500,1500,0.1709,4833.343385521,4833.343385521,0,0,1,0.384387685352451,0.588235294117647,0.384387685352452,3491.32214672256
M2,10,6210,11100,2500,Restart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,2490,2490,0.2727331,4642.73019822765,4642.73019822765,0,0,1,0.329791409419484,0.705882352941176,0.329791409419484,3491.32214672256
M2,10,6210,9100,500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,200,300,500,0.0511869,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M2,10,6210,9600,1000,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,200,780,980,0.1054564,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M2,10,6210,10100,1500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,200,1290,1490,0.1742467,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M2,10,6210,11100,2500,WarmStart,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,200,2280,2480,0.2693506,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M2,10,6210,9100,500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,38,38,0.0035052,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M2,10,6210,9600,1000,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,38,38,0.003572,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M2,10,6210,10100,1500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,38,38,0.0035862,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M2,10,6210,11100,2500,Repair,90,2,KNOWN_FEASIBLE_WITNESS,3491.32214672256,0,38,38,0.003466,3491.32214672256,3491.32214672256,0,0,1,0,0,0,3491.32214672256
M4,1,6301,8200,500,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,480,480,0.0520553,6715.12382127844,6715.12382127844,0,0,1,0.922656060191062,0.647058823529412,0.922656060191062,3492.62874432733
M4,1,6301,8700,1000,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,990,990,0.0930232,7328.09248269106,7328.09248269106,0,0,1,1.09815958669905,0.588235294117647,1.09815958669905,3492.62874432733
M4,1,6301,9200,1500,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,1500,1500,0.1404695,6197.70149975263,6197.70149975263,0,0,1,0.77450910286953,0.529411764705882,0.774509102869532,3492.62874432733
M4,1,6301,10200,2500,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,2490,2490,0.2423358,5660.45901600502,5660.45901600502,0,0,1,0.620687290396566,0.588235294117647,0.620687290396566,3492.62874432733
M4,1,6301,8200,500,WarmStart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,200,300,500,1.3139875,3536.18007791842,3536.18007791842,0,0,1,0.0124694998464479,0,0.0124694998464482,3492.62874432733
M4,1,6301,8700,1000,WarmStart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,200,780,980,1.3461288,3492.62874432733,3492.62874432733,0,0,1,0,0,0,3492.62874432733
M4,1,6301,9200,1500,WarmStart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,200,1290,1490,1.3910048,5051.27629860373,5051.27629860373,0,0,1,0.446267745121188,0,0.446267745121187,3492.62874432733
M4,1,6301,10200,2500,WarmStart,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,200,2280,2480,1.529949,3492.62874432733,3492.62874432733,0,0,1,0,0,0,3492.62874432733
M4,1,6301,8200,500,Repair,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,79,79,0.0102122,3492.62874432733,3492.62874432733,0,0,1,0,0,0,3492.62874432733
M4,1,6301,8700,1000,Repair,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,79,79,0.0079238,3492.62874432733,3492.62874432733,0,0,1,0,0,0,3492.62874432733
M4,1,6301,9200,1500,Repair,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,79,79,0.0071187,3492.62874432733,3492.62874432733,0,0,1,0,0,0,3492.62874432733
M4,1,6301,10200,2500,Repair,90,4,KNOWN_FEASIBLE_WITNESS,3492.62874432733,0,79,79,0.0069024,3492.62874432733,3492.62874432733,0,0,1,0,0,0,3492.62874432733
M4,2,6302,8300,500,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3495.49317889264,0,480,480,0.0458711,7087.97611760985,7087.97611760985,0,0,1,1.02774708885437,0.470588235294118,1.02774708885437,3495.49317889264
M4,2,6302,8800,1000,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3495.49317889264,0,990,990,0.0911429,6071.55850214096,6071.55850214096,0,0,1,0.736967629862295,0.705882352941176,0.736967629862293,3495.49317889264
M4,2,6302,9300,1500,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3495.49317889264,0,1500,1500,0.1383314,5542.92589566615,5542.92589566615,0,0,1,0.585735005617185,0.588235294117647,0.585735005617184,3495.49317889264
M4,2,6302,10300,2500,Restart,90,4,KNOWN_FEASIBLE_WITNESS,3495.49317889264,0,2490,2490,0.2303314,5665.65898309255,5665.65898309255,0,0,1,0.620846814207607,0.823529411764706,0.620846814207605,3495.49317889264
