instance,nCustomers,method,seed,budget_factor,budget_fe,actual_fe,total_late,is_feasible,first_feasible_fe,tour_cost,gap_to_bks,feedback_updates
rc_201.3,31,FixedRelocate,980210,50,1550,1550,577.9815,0,NaN,893.5558,NaN,0
rc_201.3,31,StateSwitch,980210,50,1550,1550,375.7089,0,NaN,916.2867,NaN,0
rc_201.3,31,Feedback,980210,50,1550,1550,577.9815,0,NaN,893.5558,NaN,19
rc_201.3,31,Full,980210,50,1550,1550,375.7089,0,NaN,916.2867,NaN,21
rc_201.3,31,PSO,980210,100,3100,3100,3760.7427,0,NaN,890.4957,NaN,0
rc_201.3,31,FixedRelocate,980210,100,3100,3100,134.2548,0,NaN,846.1545,NaN,0
rc_201.3,31,StateSwitch,980210,100,3100,3100,1.54709999999994,0,NaN,844.7883,NaN,0
rc_201.3,31,Feedback,980210,100,3100,3100,134.2548,0,NaN,846.1545,NaN,26
rc_201.3,31,Full,980210,100,3100,3100,1.54709999999994,0,NaN,844.7883,NaN,28
rc_204.1,45,PSO,980301,25,1125,1125,7910.221,0,NaN,1645.6868,NaN,0
rc_204.1,45,FixedRelocate,980301,25,1125,1125,7783.10319999999,0,NaN,1796.387,NaN,0
rc_204.1,45,StateSwitch,980301,25,1125,1125,5489.7073,0,NaN,1558.5279,NaN,0
rc_204.1,45,Feedback,980301,25,1125,1125,7783.10319999999,0,NaN,1796.387,NaN,17
rc_204.1,45,Full,980301,25,1125,1125,5489.7073,0,NaN,1558.5279,NaN,17
rc_204.1,45,PSO,980301,50,2250,2250,7883.9996,0,NaN,1663.8163,NaN,0
rc_204.1,45,FixedRelocate,980301,50,2250,2250,3483.4511,0,NaN,1378.9918,NaN,0
rc_204.1,45,StateSwitch,980301,50,2250,2250,3507.4893,0,NaN,1257.3149,NaN,0
rc_204.1,45,Feedback,980301,50,2250,2250,3483.4511,0,NaN,1378.9918,NaN,26
rc_204.1,45,Full,980301,50,2250,2250,3507.4893,0,NaN,1257.3149,NaN,28
rc_204.1,45,PSO,980301,100,4500,4500,7883.9996,0,NaN,1663.8163,NaN,0
rc_204.1,45,FixedRelocate,980301,100,4500,4500,1959.3636,0,NaN,1281.0351,NaN,0
rc_204.1,45,StateSwitch,980301,100,4500,4500,3049.8702,0,NaN,1227.0601,NaN,0
rc_204.1,45,Feedback,980301,100,4500,4500,1959.3636,0,NaN,1281.0351,NaN,39
rc_204.1,45,Full,980301,100,4500,4500,3049.8702,0,NaN,1227.0601,NaN,29
rc_204.1,45,PSO,980302,25,1125,1125,6938.3976,0,NaN,1653.6731,NaN,0
rc_204.1,45,FixedRelocate,980302,25,1125,1125,7159.30270000001,0,NaN,1706.8042,NaN,0
rc_204.1,45,StateSwitch,980302,25,1125,1125,3709.9182,0,NaN,1440.4702,NaN,0
rc_204.1,45,Feedback,980302,25,1125,1125,7159.30270000001,0,NaN,1706.8042,NaN,16
rc_204.1,45,Full,980302,25,1125,1125,3709.9182,0,NaN,1440.4702,NaN,17
rc_204.1,45,PSO,980302,50,2250,2250,5801.3808,0,NaN,1559.5517,NaN,0
rc_204.1,45,FixedRelocate,980302,50,2250,2250,3235.6724,0,NaN,1423.0385,NaN,0
rc_204.1,45,StateSwitch,980302,50,2250,2250,3094.6216,0,NaN,1294.4721,NaN,0
rc_204.1,45,Feedback,980302,50,2250,2250,3235.6724,0,NaN,1423.0385,NaN,27
rc_204.1,45,Full,980302,50,2250,2250,3094.6216,0,NaN,1294.4721,NaN,21
rc_204.1,45,PSO,980302,100,4500,4500,5050.6856,0,NaN,1508.65857,NaN,0
rc_204.1,45,FixedRelocate,980302,100,4500,4500,1271.3449,0,NaN,1193.0029,NaN,0
rc_204.1,45,StateSwitch,980302,100,4500,4500,2932.018,0,NaN,1260.236,NaN,0
rc_204.1,45,Feedback,980302,100,4500,4500,1271.3449,0,NaN,1193.0029,NaN,41
rc_204.1,45,Full,980302,100,4500,4500,2932.018,0,NaN,1260.236,NaN,22
rc_204.1,45,PSO,980303,25,1125,1125,9155.1299,0,NaN,1847.2215,NaN,0
rc_204.1,45,FixedRelocate,980303,25,1125,1125,8093.6661,0,NaN,1684.4884,NaN,0
rc_204.1,45,StateSwitch,980303,25,1125,1125,4746.7059,0,NaN,1540.1454,NaN,0
rc_204.1,45,Feedback,980303,25,1125,1125,8093.6661,0,NaN,1684.4884,NaN,14
rc_204.1,45,Full,980303,25,1125,1125,4746.7059,0,NaN,1540.1454,NaN,17
rc_204.1,45,PSO,980303,50,2250,2250,6742.4703,0,NaN,1665.1957,NaN,0
rc_204.1,45,FixedRelocate,980303,50,2250,2250,5267.225,0,NaN,1532.0015,NaN,0
rc_204.1,45,StateSwitch,980303,50,2250,2250,1274.4645,0,NaN,1100.6163,NaN,0
rc_204.1,45,Feedback,980303,50,2250,2250,5267.225,0,NaN,1532.0015,NaN,26
rc_204.1,45,Full,980303,50,2250,2250,1274.4645,0,NaN,1100.6163,NaN,30
rc_204.1,45,PSO,980303,100,4500,4500,6742.4703,0,NaN,1665.1957,NaN,0
rc_204.1,45,FixedRelocate,980303,100,4500,4500,2255.5738,0,NaN,1299.4713,NaN,0
rc_204.1,45,StateSwitch,980303,100,4500,4500,670.2342,0,NaN,1085.9831,NaN,0
rc_204.1,45,Feedback,980303,100,4500,4500,2255.5738,0,NaN,1299.4713,NaN,43
rc_204.1,45,Full,980303,100,4500,4500,670.2342,0,NaN,1085.9831,NaN,36
rc_204.1,45,PSO,980304,25,1125,1125,11900.6357,0,NaN,1929.2774,NaN,0
rc_204.1,45,FixedRelocate,980304,25,1125,1125,9770.5341,0,NaN,1804.0105,NaN,0
rc_204.1,45,StateSwitch,980304,25,1125,1125,4271.566,0,NaN,1372.6815,NaN,0
rc_204.1,45,Feedback,980304,25,1125,1125,9770.5341,0,NaN,1804.0105,NaN,14
rc_204.1,45,Full,980304,25,1125,1125,4271.566,0,NaN,1372.6815,NaN,16
rc_204.1,45,PSO,980304,50,2250,2250,9128.7816,0,NaN,1721.5338,NaN,0
rc_204.1,45,FixedRelocate,980304,50,2250,2250,5989.6079,0,NaN,1596.6335,NaN,0
rc_204.1,45,StateSwitch,980304,50,2250,2250,3837.8977,0,NaN,1369.2281,NaN,0
rc_204.1,45,Feedback,980304,50,2250,2250,5989.6079,0,NaN,1596.6335,NaN,29
rc_204.1,45,Full,980304,50,2250,2250,3837.8977,0,NaN,1369.2281,NaN,17
rc_204.1,45,PSO,980304,100,4500,4500,7563.4796,0,NaN,1646.7175,NaN,0
rc_204.1,45,FixedRelocate,980304,100,4500,4500,1890.525,0,NaN,1429.243,NaN,0
rc_204.1,45,StateSwitch,980304,100,4500,4500,2686.7722,0,NaN,1286.873,NaN,0
rc_204.1,45,Feedback,980304,100,4500,4500,1890.525,0,NaN,1429.243,NaN,50
rc_204.1,45,Full,980304,100,4500,4500,2686.7722,0,NaN,1286.873,NaN,19
rc_204.1,45,PSO,980305,25,1125,1125,6366.5067,0,NaN,1471.8132,NaN,0
rc_204.1,45,FixedRelocate,980305,25,1125,1125,7015.05851,0,NaN,1711.49637,NaN,0
rc_204.1,45,StateSwitch,980305,25,1125,1125,5385.0688,0,NaN,1488.4109,NaN,0
rc_204.1,45,Feedback,980305,25,1125,1125,7015.05851,0,NaN,1711.49637,NaN,15
rc_204.1,45,Full,980305,25,1125,1125,5385.0688,0,NaN,1488.4109,NaN,17
rc_204.1,45,PSO,980305,50,2250,2250,6366.5067,0,NaN,1471.8132,NaN,0
rc_204.1,45,FixedRelocate,980305,50,2250,2250,3983.7011,0,NaN,1441.16567,NaN,0
rc_204.1,45,StateSwitch,980305,50,2250,2250,2361.829,0,NaN,1205.9508,NaN,0
rc_204.1,45,Feedback,980305,50,2250,2250,3983.7011,0,NaN,1441.16567,NaN,26
rc_204.1,45,Full,980305,50,2250,2250,2361.829,0,NaN,1205.9508,NaN,34
rc_204.1,45,PSO,980305,100,4500,4500,6366.5067,0,NaN,1471.8132,NaN,0
rc_204.1,45,FixedRelocate,980305,100,4500,4500,188.019299999999,0,NaN,1072.1563,NaN,0
rc_204.1,45,StateSwitch,980305,100,4500,4500,2049.0397,0,NaN,1157.7767,NaN,0
rc_204.1,45,Feedback,980305,100,4500,4500,188.019299999999,0,NaN,1072.1563,NaN,39
rc_204.1,45,Full,980305,100,4500,4500,2049.0397,0,NaN,1157.7767,NaN,38
rc_204.1,45,PSO,980306,25,1125,1125,8235.7993,0,NaN,1653.1345,NaN,0
rc_204.1,45,FixedRelocate,980306,25,1125,1125,6944.4015,0,NaN,1519.6652,NaN,0
rc_204.1,45,StateSwitch,980306,25,1125,1125,5134.2322,0,NaN,1581.2688,NaN,0
rc_204.1,45,Feedback,980306,25,1125,1125,6944.4015,0,NaN,1519.6652,NaN,15
rc_204.1,45,Full,980306,25,1125,1125,5134.2322,0,NaN,1581.2688,NaN,17
rc_204.1,45,PSO,980306,50,2250,2250,6798.894,0,NaN,1483.779,NaN,0
rc_204.1,45,FixedRelocate,980306,50,2250,2250,4348.6132,0,NaN,1406.9691,NaN,0
rc_204.1,45,StateSwitch,980306,50,2250,2250,2736.164,0,NaN,1294.9219,NaN,0
rc_204.1,45,Feedback,980306,50,2250,2250,4348.6132,0,NaN,1406.9691,NaN,26
rc_204.1,45,Full,980306,50,2250,2250,2736.164,0,NaN,1294.9219,NaN,25
rc_204.1,45,PSO,980306,100,4500,4500,6798.894,0,NaN,1483.779,NaN,0
rc_204.1,45,FixedRelocate,980306,100,4500,4500,1235.295,0,NaN,1193.6902,NaN,0
rc_204.1,45,StateSwitch,980306,100,4500,4500,2644.0098,0,NaN,1287.3072,NaN,0
rc_204.1,45,Feedback,980306,100,4500,4500,1235.295,0,NaN,1193.6902,NaN,45
rc_204.1,45,Full,980306,100,4500,4500,2644.0098,0,NaN,1287.3072,NaN,25
rc_204.1,45,PSO,980307,25,1125,1125,9975.6449,0,NaN,1776.5809,NaN,0
rc_204.1,45,FixedRelocate,980307,25,1125,1125,6808.9102,0,NaN,1699.1771,NaN,0
rc_204.1,45,StateSwitch,980307,25,1125,1125,5297.3933,0,NaN,1470.2299,NaN,0
rc_204.1,45,Feedback,980307,25,1125,1125,6808.9102,0,NaN,1699.1771,NaN,16
rc_204.1,45,Full,980307,25,1125,1125,5297.3933,0,NaN,1470.2299,NaN,17
rc_204.1,45,PSO,980307,50,2250,2250,7120.1764,0,NaN,1665.155,NaN,0
rc_204.1,45,FixedRelocate,980307,50,2250,2250,3316.6894,0,NaN,1333.566,NaN,0
rc_204.1,45,StateSwitch,980307,50,2250,2250,3526.137,0,NaN,1308.2492,NaN,0
rc_204.1,45,Feedback,980307,50,2250,2250,3316.6894,0,NaN,1333.566,NaN,29
rc_204.1,45,Full,980307,50,2250,2250,3526.137,0,NaN,1308.2492,NaN,25
rc_204.1,45,PSO,980307,100,4500,4500,7120.1764,0,NaN,1665.155,NaN,0
rc_204.1,45,FixedRelocate,980307,100,4500,4500,1543.5841,0,NaN,1157.9556,NaN,0
rc_204.1,45,StateSwitch,980307,100,4500,4500,3526.137,0,NaN,1308.2492,NaN,0
rc_204.1,45,Feedback,980307,100,4500,4500,1543.5841,0,NaN,1157.9556,NaN,40
rc_204.1,45,Full,980307,100,4500,4500,3526.137,0,NaN,1308.2492,NaN,25
rc_204.1,45,PSO,980308,25,1125,1125,7602.655,0,NaN,1649.9374,NaN,0
rc_204.1,45,FixedRelocate,980308,25,1125,1125,9291.2324,0,NaN,1734.3463,NaN,0
rc_204.1,45,StateSwitch,980308,25,1125,1125,8529.8364,0,NaN,1675.7239,NaN,0
rc_204.1,45,Feedback,980308,25,1125,1125,9291.2324,0,NaN,1734.3463,NaN,16
rc_204.1,45,Full,980308,25,1125,1125,8529.8364,0,NaN,1675.7239,NaN,17
rc_204.1,45,PSO,980308,50,2250,2250,6829.2977,0,NaN,1557.3548,NaN,0
rc_204.1,45,FixedRelocate,980308,50,2250,2250,2999.079,0,NaN,1349.7327,NaN,0
rc_204.1,45,StateSwitch,980308,50,2250,2250,2939.2811,0,NaN,1240.7671,NaN,0
rc_204.1,45,Feedback,980308,50,2250,2250,2999.079,0,NaN,1349.7327,NaN,29
rc_204.1,45,Full,980308,50,2250,2250,2939.2811,0,NaN,1240.7671,NaN,33
rc_204.1,45,PSO,980308,100,4500,4500,6829.2977,0,NaN,1557.3548,NaN,0
rc_204.1,45,FixedRelocate,980308,100,4500,4500,860.799799999999,0,NaN,1108.0243,NaN,0
rc_204.1,45,StateSwitch,980308,100,4500,4500,1578.4641,0,NaN,1156.0629,NaN,0
rc_204.1,45,Feedback,980308,100,4500,4500,860.799799999999,0,NaN,1108.0243,NaN,47
rc_204.1,45,Full,980308,100,4500,4500,1578.4641,0,NaN,1156.0629,NaN,38
rc_204.1,45,PSO,980309,25,1125,1125,6817.8025,0,NaN,1567.9775,NaN,0
rc_204.1,45,FixedRelocate,980309,25,1125,1125,8423.5383,0,NaN,1741.1163,NaN,0
rc_204.1,45,StateSwitch,980309,25,1125,1125,5785.1655,0,NaN,1550.8495,NaN,0
rc_204.1,45,Feedback,980309,25,1125,1125,8423.5383,0,NaN,1741.1163,NaN,14
rc_204.1,45,Full,980309,25,1125,1125,5785.1655,0,NaN,1550.8495,NaN,17
rc_204.1,45,PSO,980309,50,2250,2250,6504.4535,0,NaN,1543.0244,NaN,0
rc_204.1,45,FixedRelocate,980309,50,2250,2250,6123.2238,0,NaN,1610.1357,NaN,0
rc_204.1,45,StateSwitch,980309,50,2250,2250,3968.7956,0,NaN,1337.8408,NaN,0
rc_204.1,45,Feedback,980309,50,2250,2250,6123.2238,0,NaN,1610.1357,NaN,25
rc_204.1,45,Full,980309,50,2250,2250,3968.7956,0,NaN,1337.8408,NaN,26
rc_204.1,45,PSO,980309,100,4500,4500,6504.4535,0,NaN,1543.0244,NaN,0
rc_204.1,45,FixedRelocate,980309,100,4500,4500,1464.4286,0,NaN,1249.5577,NaN,0
rc_204.1,45,StateSwitch,980309,100,4500,4500,3367.1939,0,NaN,1291.4398,NaN,0
rc_204.1,45,Feedback,980309,100,4500,4500,1464.4286,0,NaN,1249.5577,NaN,44
rc_204.1,45,Full,980309,100,4500,4500,3367.1939,0,NaN,1291.4398,NaN,29
rc_204.1,45,PSO,980310,25,1125,1125,8645.1941,0,NaN,1899.8895,NaN,0
rc_204.1,45,FixedRelocate,980310,25,1125,1125,7002.28520000001,0,NaN,1624.8715,NaN,0
rc_204.1,45,StateSwitch,980310,25,1125,1125,6340.5054,0,NaN,1592.8958,NaN,0
rc_204.1,45,Feedback,980310,25,1125,1125,7002.28520000001,0,NaN,1624.8715,NaN,13
rc_204.1,45,Full,980310,25,1125,1125,6340.5054,0,NaN,1592.8958,NaN,17
rc_204.1,45,PSO,980310,50,2250,2250,5668.2656,0,NaN,1635.7005,NaN,0
rc_204.1,45,FixedRelocate,980310,50,2250,2250,2780.024,0,NaN,1345.1518,NaN,0
rc_204.1,45,StateSwitch,980310,50,2250,2250,2353.0487,0,NaN,1195.7762,NaN,0
rc_204.1,45,Feedback,980310,50,2250,2250,2780.024,0,NaN,1345.1518,NaN,24
rc_204.1,45,Full,980310,50,2250,2250,2353.0487,0,NaN,1195.7762,NaN,34
rc_204.1,45,PSO,980310,100,4500,4500,5664.0747,0,NaN,1631.1138,NaN,0
rc_204.1,45,FixedRelocate,980310,100,4500,4500,817.8221,0,NaN,1127.949,NaN,0
rc_204.1,45,StateSwitch,980310,100,4500,4500,2183.9915,0,NaN,1186.1171,NaN,0
rc_204.1,45,Feedback,980310,100,4500,4500,817.8221,0,NaN,1127.949,NaN,38
rc_204.1,45,Full,980310,100,4500,4500,2183.9915,0,NaN,1186.1171,NaN,35
