level,instance,scenario_seed,algorithm_seed,strategy,budget,event_index,event_time,event_type,event_size,reused_legs,computed_legs,online_leg_time,warm_start_time,routing_or_repair_time,response_time,warm_start_fe,routing_or_repair_fe,total_fe,final_fitness,distance,total_late,obstacle_violation,route_disruption,is_feasible,first_feasible_fe,reference_found,reference_fe,reference_cost,state_x,state_y,state_z,state_time,relative_gap_to_best
Severe,1,3001,7101,Restart,500,2,150,add,4,81,129,1.8769701,0,0.0312797,1.9082498,0,480,480,6057.83649516825,3058.16595335868,29.9967054180956,0,0.777777777777778,0,Inf,0,Inf,4964.05828237499,171.341906971856,515.033420717039,375,150,0.296211162319538
Severe,1,3001,7102,Restart,1000,1,90,cancel,4,121,35,0.5568535,0,0.073153,0.6300065,0,990,990,2624.56885202112,2624.56885202112,0,0,0.454545454545455,1,3,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0
Severe,1,3001,7102,Restart,1000,2,150,add,4,81,129,2.1893525,0,0.0634356,2.2527881,0,990,990,3434.24393917841,3434.24393917841,0,0,0.222222222222222,1,480,1,2,3166.76963161045,680,700,375,150,0
Severe,1,3001,7103,Restart,1500,1,90,cancel,4,121,35,0.5830947,0,0.0916144,0.6747091,0,1500,1500,3241.48715296337,3241.48715296337,0,0,0.636363636363636,1,8,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0.142745760965634
Severe,1,3001,7103,Restart,1500,2,150,add,4,81,129,1.9219478,0,0.0934442,2.015392,0,1500,1500,2749.36014400834,2749.36014400834,0,0,0.444444444444444,1,198,1,2,2416.73412339855,900,300,375,150,0
Severe,1,3001,7104,Restart,2500,1,90,cancel,4,121,35,0.5294987,0,0.1367919,0.6662906,0,2490,2490,2949.21257983966,2949.21257983966,0,0,0.636363636363636,1,2,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0.17641934380096
Severe,1,3001,7104,Restart,2500,2,150,add,4,64,118,1.736056,0,0.1467459,1.8828019,0,2490,2490,5695.40564118498,3620.32155793507,20.750840832499,0,0.375,0,Inf,0,Inf,3378.50690085556,425.608669408446,500,375,150,1.00957846965029
Severe,1,3001,7101,WarmStart,500,1,90,cancel,4,121,35,0.5151904,0.0026405,0.0259523,0.5437832,38,450,488,2847.3882290093,2847.3882290093,0,0,0.181818181818182,1,39,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0
Severe,1,3001,7101,WarmStart,500,2,150,add,4,81,129,1.8973921,0.1397425,0.0202695,2.0574041,200,300,500,4673.49508418667,3777.07185768567,8.96423226500997,0,0,0,Inf,0,Inf,3417.38511836914,610,500,375,150,0
Severe,1,3001,7102,WarmStart,1000,1,90,cancel,4,121,35,0.5251868,0.0026554,0.055112,0.5829542,38,960,998,2847.3882290093,2847.3882290093,0,0,0.181818181818182,1,39,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0.0848975163355276
Severe,1,3001,7102,WarmStart,1000,2,150,add,4,81,129,1.8792622,0.1349886,0.0486929,2.0629437,200,780,980,4673.49508418667,3777.07185768567,8.96423226500997,0,0,0,Inf,0,Inf,3417.38511836914,610,500,375,150,0.360851228670941
Severe,1,3001,7103,WarmStart,1500,1,90,cancel,4,121,35,0.5106591,0.0022269,0.0781294,0.5910154,33,1440,1473,2836.57770930979,2836.57770930979,0,0,0.272727272727273,1,34,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0
Severe,1,3001,7103,WarmStart,1500,2,150,add,4,81,129,1.876507,0.1338207,0.0786372,2.0889649,200,1290,1490,4732.43735784982,3788.8603124183,9.43577045431522,0,0,0,Inf,0,Inf,4077.57972180654,453.710975817426,489.910223056414,375,150,0.721286812192715
Severe,1,3001,7104,WarmStart,2500,1,90,cancel,4,121,35,0.5088603,0.0023342,0.1328094,0.6440039,34,2460,2494,2506.93988957278,2506.93988957278,0,0,0.363636363636364,1,35,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0
Severe,1,3001,7104,WarmStart,2500,2,150,add,4,81,129,1.8785875,0.1380553,0.1432386,2.1598814,200,2280,2480,2834.12950884974,2834.12950884974,0,0,0.111111111111111,1,610,1,2,3166.76963161045,680,700,375,150,0
Severe,1,3001,7101,Repair,500,1,90,cancel,4,121,35,0.5151535,0,8.39e-05,0.5152374,0,1,1,3648.44706961483,3648.44706961483,0,0,0,1,1,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0.281331092277587
Severe,1,3001,7101,Repair,500,2,150,add,4,81,129,1.8708645,0,0.0033406,1.8742051,0,47,47,5278.15921719231,3898.0046842868,13.8015453290552,0,0,0,Inf,0,Inf,3417.38511836914,610,500,375,150,0.129381570347981
Severe,1,3001,7102,Repair,1000,1,90,cancel,4,121,35,0.5200912,0,8.4e-05,0.5201752,0,1,1,3648.44706961483,3648.44706961483,0,0,0,1,1,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0.390112919615443
Severe,1,3001,7102,Repair,1000,2,150,add,4,81,129,1.8795974,0,0.0024198,1.8820172,0,47,47,5278.15921719231,3898.0046842868,13.8015453290552,0,0,0,Inf,0,Inf,3417.38511836914,610,500,375,150,0.536920297646366
Severe,1,3001,7103,Repair,1500,1,90,cancel,4,121,35,0.4973856,0,8.24e-05,0.497468,0,1,1,3648.44706961483,3648.44706961483,0,0,0,1,1,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0.286214390545496
Severe,1,3001,7103,Repair,1500,2,150,add,4,81,129,1.883566,0,0.0023916,1.8859576,0,47,47,5278.15921719231,3898.0046842868,13.8015453290552,0,0,0,Inf,0,Inf,3417.38511836914,610,500,375,150,0.919777308438461
Severe,1,3001,7104,Repair,2500,1,90,cancel,4,121,35,0.5187429,0,9.36e-05,0.5188365,0,1,1,3648.44706961483,3648.44706961483,0,0,0,1,1,1,1,3286.94280084151,670.315503600199,260.622649356366,375,90,0.455338871422474
Severe,1,3001,7104,Repair,2500,2,150,add,4,81,129,1.9162151,0,0.0023917,1.9186068,0,47,47,5278.15921719231,3898.0046842868,13.8015453290552,0,0,0,Inf,0,Inf,3417.38511836914,610,500,375,150,0.862356395750773
Severe,2,3002,7201,Restart,500,1,90,cancel,4,169,41,0.5931083,0,0.0328998,0.6260081,0,480,480,4132.8570426698,4132.8570426698,0,0,0.538461538461538,1,65,1,2,3210.44531077027,430,500,375,90,0.330579587880966
Severe,2,3002,7201,Restart,500,2,150,add,4,100,140,2.032727,0,0.0357925,2.0685195,0,480,480,8604.82926903617,3433.21298074007,51.716162882961,0,0.4,0,Inf,0,Inf,10048.9992990442,481.627072503118,445.655713154613,375,150,0.090708659377565
Severe,2,3002,7202,Restart,1000,1,90,cancel,4,169,41,0.6028415,0,0.0616435,0.664485,0,990,990,4185.16236021639,4185.16236021639,0,0,0.538461538461538,1,108,1,2,3210.44531077027,430,500,375,90,0.347419364129352
Severe,2,3002,7202,Restart,1000,2,150,add,4,81,129,1.8884238,0,0.0625736,1.9509974,0,990,990,13315.1400418658,4306.08928976864,90.0905075209711,0,0.444444444444444,0,Inf,0,Inf,8493.75345556828,620.511377382894,300.444675985125,375,150,1.00281619737863
Severe,2,3002,7203,Restart,1500,1,90,cancel,4,169,41,0.5963446,0,0.0938599,0.6902045,0,1500,1500,3212.47543978925,3212.47543978925,0,0,0.307692307692308,1,153,1,2,3210.44531077027,430,500,375,90,0.0342613360735156
Severe,2,3002,7203,Restart,1500,2,150,add,4,100,140,2.0508918,0,0.0989007,2.1497925,0,1500,1500,15176.5241312951,3883.68416232829,112.928399689668,0,0.4,0,Inf,0,Inf,10811.3799257507,420,120,375,150,1.30258066837024
Severe,2,3002,7204,Restart,2500,1,90,cancel,4,169,41,0.5918034,0,0.1566486,0.748452,0,2490,2490,3738.21029934819,3738.21029934819,0,0,0.307692307692308,1,97,1,2,3210.44531077027,430,500,375,90,0.227173969294647
Severe,2,3002,7204,Restart,2500,2,150,add,4,121,151,2.2262012,0,0.1707916,2.3969928,0,2490,2490,9382.08626704253,3230.49017247587,61.5159609456666,0,0.272727272727273,0,Inf,0,Inf,10435.2343217257,240,300,375,150,1.76661088062156
Severe,2,3002,7201,WarmStart,500,1,90,cancel,4,169,41,0.5902262,0.0036333,0.0286721,0.6225316,45,450,495,3106.05775130794,3106.05775130794,0,0,0.0769230769230769,1,46,1,2,3210.44531077027,430,500,375,90,0
Severe,2,3002,7201,WarmStart,500,2,150,add,4,100,140,2.0734388,0.1893101,0.0202456,2.2829945,200,300,500,7889.20963912278,3081.17006202424,48.0803957709854,0,0,0,Inf,0,Inf,10729.9748079976,420,120,375,150,0
Severe,2,3002,7202,WarmStart,1000,1,90,cancel,4,169,41,0.625481,0.0032094,0.0581696,0.68686,45,930,975,3106.05775130794,3106.05775130794,0,0,0.0769230769230769,1,46,1,2,3210.44531077027,430,500,375,90,0
Severe,2,3002,7202,WarmStart,1000,2,150,add,4,100,140,2.0608821,0.1869388,0.0525167,2.3003376,200,780,980,6648.20868699445,2985.70845032206,36.6250023667238,0,0.1,0,Inf,0,Inf,10729.9748079976,420,120,375,150,0
Severe,2,3002,7203,WarmStart,1500,1,90,cancel,4,169,41,0.602261,0.0030306,0.0878049,0.6930965,42,1440,1482,3106.05775130794,3106.05775130794,0,0,0.0769230769230769,1,43,1,2,3210.44531077027,430,500,375,90,0
Severe,2,3002,7203,WarmStart,1500,2,150,add,4,100,140,2.0534821,0.1881431,0.0847403,2.3263655,200,1290,1490,6591.09335007012,3204.9876947802,33.8610565528992,0,0.1,0,Inf,0,Inf,10729.9748079976,420,120,375,150,0
Severe,2,3002,7204,WarmStart,2500,1,90,cancel,4,169,41,0.5948491,0.0029873,0.1473683,0.7452047,41,2430,2471,3046.19425842029,3046.19425842029,0,0,0.230769230769231,1,42,1,2,3210.44531077027,430,500,375,90,0
Severe,2,3002,7204,WarmStart,2500,2,150,add,4,81,129,1.868504,0.1333627,0.1394971,2.1413638,200,2280,2480,3391.18389678808,2736.86387616926,6.5432002061882,0,0,0,Inf,0,Inf,8564.90125075336,289.472592281793,120,375,150,0
Severe,2,3002,7201,Repair,500,1,90,cancel,4,169,41,0.6037147,0,9.64e-05,0.6038111,0,1,1,4292.89084410448,4292.89084410448,0,0,0,1,1,1,2,3210.44531077027,430,500,375,90,0.38210271277048
Severe,2,3002,7201,Repair,500,2,150,add,4,100,140,2.0520934,0,0.0027523,2.0548457,0,51,51,10792.7702549926,4188.02431653364,66.0474593845892,0,0,0,Inf,0,Inf,10729.9748079976,420,120,375,150,0.368042015447402
Severe,2,3002,7202,Repair,1000,1,90,cancel,4,169,41,0.6004314,0,9.78e-05,0.6005292,0,1,1,4292.89084410448,4292.89084410448,0,0,0,1,1,1,2,3210.44531077027,430,500,375,90,0.38210271277048
Severe,2,3002,7202,Repair,1000,2,150,add,4,100,140,2.0605029,0,0.0027901,2.063293,0,51,51,10792.7702549926,4188.02431653364,66.0474593845892,0,0,0,Inf,0,Inf,10729.9748079976,420,120,375,150,0.623410269311483
Severe,2,3002,7203,Repair,1500,1,90,cancel,4,169,41,0.5926696,0,9.74e-05,0.592767,0,1,1,4292.89084410448,4292.89084410448,0,0,0,1,1,1,2,3210.44531077027,430,500,375,90,0.38210271277048
Severe,2,3002,7203,Repair,1500,2,150,add,4,100,140,2.0687574,0,0.0032336,2.071991,0,51,51,10792.7702549926,4188.02431653364,66.0474593845892,0,0,0,Inf,0,Inf,10729.9748079976,420,120,375,150,0.63747798457107
Severe,2,3002,7204,Repair,2500,1,90,cancel,4,169,41,0.5953269,0,9.75e-05,0.5954244,0,1,1,4292.89084410448,4292.89084410448,0,0,0,1,1,1,2,3210.44531077027,430,500,375,90,0.409263651600048
Severe,2,3002,7204,Repair,2500,2,150,add,4,100,140,2.0642834,0,0.0029903,2.0672737,0,51,51,10792.7702549926,4188.02431653364,66.0474593845892,0,0,0,Inf,0,Inf,10729.9748079976,420,120,375,150,2.18259657496453
