dataset,level,instance,seed_index,algorithm_seed,k,free_count,preprocess_fe,search_fe,total_fe,bks_cost,cost,gap_to_bks,improvement_over_repair,unique_route_ratio,route_change_rate,improvement_count,last_improvement_fe,is_feasible
addition_stress_instances,Tight,1,3,22503,6,8,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.709090909090909,0.973985431841831,1,447,1
addition_stress_instances,Tight,1,3,22503,8,10,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.794949494949495,0.963579604578564,1,860,1
addition_stress_instances,Tight,1,3,22503,12,14,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.923232323232323,0.983350676378772,1,287,1
addition_stress_instances,Tight,1,3,22503,Inf,19,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.973737373737374,0.973985431841831,1,750,1
addition_stress_instances,Tight,1,4,22504,0,2,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.0929292929292929,0.860561914672216,1,137,1
addition_stress_instances,Tight,1,4,22504,2,4,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.327272727272727,0.934443288241415,1,335,1
addition_stress_instances,Tight,1,4,22504,4,6,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.534343434343434,0.94901144640999,1,428,1
addition_stress_instances,Tight,1,4,22504,6,8,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.681818181818182,0.95837669094693,1,739,1
addition_stress_instances,Tight,1,4,22504,8,10,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.812121212121212,0.982310093652445,1,293,1
addition_stress_instances,Tight,1,4,22504,12,14,39,991,1030,4251.83316513849,4293.90625809938,0.00989528312302002,0,0.906060606060606,0.95837669094693,0,0,1
addition_stress_instances,Tight,1,4,22504,Inf,19,39,991,1030,4251.83316513849,4293.90625809938,0.00989528312302002,0,0.963636363636364,0.965660770031218,0,0,1
addition_stress_instances,Tight,1,5,22505,0,2,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.0909090909090909,0.891779396462019,1,259,1
addition_stress_instances,Tight,1,5,22505,2,4,39,991,1030,4251.83316513849,4282.33743278659,0.00717438019398625,0.00269424263535482,0.316161616161616,0.96149843912591,1,80,1
