instance,route_index,route_source,feature,direction,spearman_rho,oracle_rank,normalized_rank,selected_gain,oracle_gain,gain_capture,selected_source_improves
rc_201.3,3,first-feasible,slack,max,-0.135234034083222,7,0.2,0,12.5156999999999,0,0
rc_201.3,3,first-feasible,slack,min,-0.135234034083222,1,0,12.5156999999999,12.5156999999999,1,1
rc_201.3,3,first-feasible,waiting,max,-0.167541330862686,27,0.866666666666667,0,12.5156999999999,0,0
rc_201.3,3,first-feasible,waiting,min,-0.167541330862686,6,0.166666666666667,0,12.5156999999999,0,0
rc_201.3,3,first-feasible,local_travel,max,0.00220439040721462,17,0.533333333333333,0,12.5156999999999,0,0
rc_201.3,3,first-feasible,local_travel,min,0.00220439040721462,23,0.733333333333333,0,12.5156999999999,0,0
rc_201.3,4,first-feasible,removal_saving,max,0.442393691660459,2,0.0333333333333333,18.8347,18.8347,1,1
rc_201.3,4,first-feasible,removal_saving,min,0.442393691660459,24,0.766666666666667,0,18.8347,0,0
rc_201.3,4,first-feasible,slack,max,0.0903609966439478,9,0.266666666666667,0,18.8347,0,0
rc_201.3,4,first-feasible,slack,min,0.0903609966439478,24,0.766666666666667,0,18.8347,0,0
rc_201.3,4,first-feasible,waiting,max,0.170074309562672,4,0.1,4.93940000000009,18.8347,0.262249996017993,1
rc_201.3,4,first-feasible,waiting,min,0.170074309562672,8,0.233333333333333,0,18.8347,0,0
rc_201.3,4,first-feasible,local_travel,max,-0.121203751139852,2,0.0333333333333333,18.8347,18.8347,1,1
rc_201.3,4,first-feasible,local_travel,min,-0.121203751139852,12,0.366666666666667,0,18.8347,0,0
rc_201.3,5,final-feasible,removal_saving,max,0.183711730708738,29,0.933333333333333,0,4.7672,0,0
rc_201.3,5,final-feasible,removal_saving,min,0.183711730708738,26,0.833333333333333,0,4.7672,0,0
rc_201.3,5,final-feasible,slack,max,0.0613672919655319,3,0.0666666666666667,0,4.7672,0,0
rc_201.3,5,final-feasible,slack,min,0.0613672919655319,26,0.833333333333333,0,4.7672,0,0
rc_201.3,5,final-feasible,waiting,max,-0.0796696701841821,30,0.966666666666667,0,4.7672,0,0
rc_201.3,5,final-feasible,waiting,min,-0.0796696701841821,2,0.0333333333333333,0,4.7672,0,0
rc_201.3,5,final-feasible,local_travel,max,-0.183711730708738,21,0.666666666666667,0,4.7672,0,0
rc_201.3,5,final-feasible,local_travel,min,-0.183711730708738,6,0.166666666666667,0,4.7672,0,0
rc_201.3,6,first-feasible,removal_saving,max,0.409613586238545,6,0.166666666666667,0.296000000000049,11.6656,0.025373748457006,1
rc_201.3,6,first-feasible,removal_saving,min,0.409613586238545,30,0.966666666666667,0,11.6656,0,0
rc_201.3,6,first-feasible,slack,max,-0.107992410623255,8,0.233333333333333,0,11.6656,0,0
rc_201.3,6,first-feasible,slack,min,-0.107992410623255,7,0.2,0.296000000000049,11.6656,0.025373748457006,1
rc_201.3,6,first-feasible,waiting,max,-0.140327472148669,8,0.233333333333333,0,11.6656,0,0
rc_201.3,6,first-feasible,waiting,min,-0.140327472148669,9,0.266666666666667,0,11.6656,0,0
rc_201.3,6,first-feasible,local_travel,max,0.239101945430435,6,0.166666666666667,0.296000000000049,11.6656,0.025373748457006,1
rc_201.3,6,first-feasible,local_travel,min,0.239101945430435,12,0.366666666666667,0,11.6656,0,0
rc_201.3,8,first-feasible,removal_saving,max,0.437240682118428,2,0.0333333333333333,18.7921000000001,18.7921000000001,1,1
rc_201.3,8,first-feasible,removal_saving,min,0.437240682118428,26,0.833333333333333,0,18.7921000000001,0,0
rc_201.3,8,first-feasible,slack,max,-0.0799407116817815,8,0.233333333333333,0,18.7921000000001,0,0
rc_201.3,8,first-feasible,slack,min,-0.0799407116817815,21,0.666666666666667,0,18.7921000000001,0,0
rc_201.3,8,first-feasible,waiting,max,-0.186720544447902,30,0.966666666666667,0,18.7921000000001,0,0
rc_201.3,8,first-feasible,waiting,min,-0.186720544447902,7,0.2,0,18.7921000000001,0,0
rc_201.3,8,first-feasible,local_travel,max,0.17694355363321,4,0.1,5.54710000000011,18.7921000000001,0.295182550114148,1
rc_201.3,8,first-feasible,local_travel,min,0.17694355363321,11,0.333333333333333,0,18.7921000000001,0,0
rc_201.3,9,first-feasible,removal_saving,max,0.13464225298211,27,0.866666666666667,0,20.7769,0,0
rc_201.3,9,first-feasible,removal_saving,min,0.13464225298211,30,0.966666666666667,0,20.7769,0,0
rc_201.3,9,first-feasible,slack,max,-0.176868425362375,8,0.233333333333333,2.005,20.7769,0.0965014030004476,1
rc_201.3,9,first-feasible,slack,min,-0.176868425362375,6,0.166666666666667,4.37400000000025,20.7769,0.210522262705228,1
rc_201.3,9,first-feasible,waiting,max,0.202927190762779,8,0.233333333333333,2.005,20.7769,0.0965014030004476,1
rc_201.3,9,first-feasible,waiting,min,0.202927190762779,9,0.266666666666667,1.66570000000002,20.7769,0.0801707665724925,1
rc_201.3,9,first-feasible,local_travel,max,0.130175161066708,27,0.866666666666667,0,20.7769,0,0
rc_201.3,9,first-feasible,local_travel,min,0.130175161066708,15,0.466666666666667,0,20.7769,0,0
rc_201.3,10,final-feasible,removal_saving,max,0.183711730708738,29,0.933333333333333,0,8.94119999999998,0,0
rc_201.3,10,final-feasible,removal_saving,min,0.183711730708738,24,0.766666666666667,0,8.94119999999998,0,0
rc_201.3,10,final-feasible,slack,max,-0.143175854235857,3,0.0666666666666667,0,8.94119999999998,0,0
rc_201.3,10,final-feasible,slack,min,-0.143175854235857,26,0.833333333333333,0,8.94119999999998,0,0
rc_201.3,10,final-feasible,waiting,max,-0.0796696701841821,24,0.766666666666667,0,8.94119999999998,0,0
rc_201.3,10,final-feasible,waiting,min,-0.0796696701841821,2,0.0333333333333333,0,8.94119999999998,0,0
rc_201.3,10,final-feasible,local_travel,max,0.0816496580927726,22,0.7,0,8.94119999999998,0,0
rc_201.3,10,final-feasible,local_travel,min,0.0816496580927726,20,0.633333333333333,0,8.94119999999998,0,0
