dataset,level,instance,strategy,budget,gap_to_bks,insertion_ratio,mean_detour_ratio,max_detour_ratio,min_slack,critical_count,n_add
addition_instances,M4,7,Repair,500,0,0.00106149877862755,1,1,80,0,4
addition_instances,M4,7,Repair,1000,0,0.00106149877862755,1,1,80,0,4
addition_instances,M4,7,Repair,1500,0,0.00106149877862755,1,1,80,0,4
addition_instances,M4,7,Repair,2500,0,0.00106149877862755,1,1,80,0,4
addition_instances,M4,8,Restart,500,0.811109011130179,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,Restart,1000,0.508638900361604,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,Restart,1500,0.540786637470259,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,Restart,2500,0.312154312247955,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,WarmStart,500,0.0773042735669826,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,WarmStart,1000,0.180345008402348,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,WarmStart,1500,0.0575751421107701,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,WarmStart,2500,0,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,Repair,500,0,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,Repair,1000,0,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,Repair,1500,0,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,8,Repair,2500,0,0.000335092330932282,0.75,1,80,0,4
addition_instances,M4,9,Restart,500,0.678274794670336,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,Restart,1000,0.995653673588375,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,Restart,1500,0.523959317659683,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,Restart,2500,0.467970058303355,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,WarmStart,500,0.0126171775264044,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,WarmStart,1000,0.17876274670042,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,WarmStart,1500,0.0126171775264044,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,WarmStart,2500,0.0268100333546727,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,Repair,500,0,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,Repair,1000,0,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,Repair,1500,0,0.00029503373083734,1,1,80,0,4
addition_instances,M4,9,Repair,2500,0,0.00029503373083734,1,1,80,0,4
addition_instances,M4,10,Restart,500,0.789163872549152,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,Restart,1000,0.669762620338385,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,Restart,1500,0.681274907403501,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,Restart,2500,0.262229483105659,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,WarmStart,500,0.0016564505518729,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,WarmStart,1000,0.0329012966415481,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,WarmStart,1500,0.0016564505518729,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,WarmStart,2500,0.0016564505518729,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,Repair,500,0.0016564505518729,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,Repair,1000,0.0016564505518729,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,Repair,1500,0.0016564505518729,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_instances,M4,10,Repair,2500,0.0016564505518729,0.000552124907682614,0.5,1,71.4675521287701,0,4
addition_stress_instances,Near,1,Restart,500,0.64442329158056,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,Restart,1000,0.452481627152343,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,Restart,1500,0.457990714297765,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,Restart,2500,0.146178277643515,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,WarmStart,500,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,WarmStart,1000,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,WarmStart,1500,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,WarmStart,2500,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,Repair,500,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,Repair,1000,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,Repair,1500,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,1,Repair,2500,0,0.000583995104665499,1,1,35.6036914381914,0,2
addition_stress_instances,Near,2,Restart,500,0.544711507915176,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,Restart,1000,0.592961308834023,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,Restart,1500,0.335608573321597,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,Restart,2500,0,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,WarmStart,500,0.0859716362499634,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,WarmStart,1000,0.0859716362499634,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,WarmStart,1500,0.0859716362499634,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,WarmStart,2500,0.0859716362499634,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,Repair,500,0.159970867071583,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,Repair,1000,0.159970867071583,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,Repair,1500,0.159970867071583,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,2,Repair,2500,0.159970867071583,0.228441331246189,1,1,-4.59687489905673,1,2
addition_stress_instances,Near,3,Restart,500,0.968305193531258,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,Restart,1000,0.643129190048199,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,Restart,1500,0.320377373306471,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,Restart,2500,0.343940253236977,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,WarmStart,500,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,WarmStart,1000,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,WarmStart,1500,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,WarmStart,2500,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,Repair,500,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,Repair,1000,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,Repair,1500,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,3,Repair,2500,0,0.000837467198218211,1,1,42.890651976401,0,2
addition_stress_instances,Near,4,Restart,500,0.747876173584225,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,Restart,1000,0.257431997430845,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,Restart,1500,0.243755116269537,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,Restart,2500,0.00695107532219487,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,WarmStart,500,0.0455875830152152,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,WarmStart,1000,0,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,WarmStart,1500,0,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,WarmStart,2500,0,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,Repair,500,0.00545757817417225,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,Repair,1000,0.00545757817417225,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,Repair,1500,0.00545757817417225,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,4,Repair,2500,0.00545757817417225,0.0741278546780723,1,1,18.5463612583983,1,2
addition_stress_instances,Near,5,Restart,500,0.734724917955629,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,Restart,1000,0.450466284198468,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,Restart,1500,0.336907510759964,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,Restart,2500,0.28055136708562,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,WarmStart,500,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,WarmStart,1000,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,WarmStart,1500,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,WarmStart,2500,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,Repair,500,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,Repair,1000,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,Repair,1500,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Near,5,Repair,2500,0,0.0485378965382577,1,1,76.6162934767557,0,2
addition_stress_instances,Far,1,Restart,500,0.946146184442726,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,Restart,1000,0.411406867171853,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,Restart,1500,0.273710986273124,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,Restart,2500,0.28632653634922,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,WarmStart,500,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,WarmStart,1000,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,WarmStart,1500,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,WarmStart,2500,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,Repair,500,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,Repair,1000,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,Repair,1500,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,1,Repair,2500,0,0.180259328269142,1,1,49.7317931153106,0,2
addition_stress_instances,Far,2,Restart,500,0.803552498745236,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,Restart,1000,0.452665485245759,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,Restart,1500,0.206654441254047,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,Restart,2500,0.332749376220045,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,WarmStart,500,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,WarmStart,1000,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,WarmStart,1500,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,WarmStart,2500,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,Repair,500,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,Repair,1000,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,Repair,1500,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,2,Repair,2500,0,0.17570209059769,1,1,48.5856557401993,0,2
addition_stress_instances,Far,3,Restart,500,0.672679481860696,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,Restart,1000,0.377525568582453,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,Restart,1500,0.361630378452682,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,Restart,2500,0.191608173107545,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,WarmStart,500,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,WarmStart,1000,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,WarmStart,1500,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,WarmStart,2500,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,Repair,500,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,Repair,1000,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,Repair,1500,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,3,Repair,2500,0,0.185446050497687,1,1,122.231794461981,0,2
addition_stress_instances,Far,4,Restart,500,0.520769984878507,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,Restart,1000,0.289070905815967,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,Restart,1500,0.209728731026843,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,Restart,2500,0.344459662347761,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,WarmStart,500,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,WarmStart,1000,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,WarmStart,1500,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,WarmStart,2500,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,Repair,500,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,Repair,1000,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,Repair,1500,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,4,Repair,2500,0,0.180062722199903,1,1,156.106435524659,0,2
addition_stress_instances,Far,5,Restart,500,0.642805713984665,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,Restart,1000,0.41747119539029,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,Restart,1500,0.469834931741538,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,Restart,2500,0.269595259343093,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,WarmStart,500,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,WarmStart,1000,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,WarmStart,1500,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,WarmStart,2500,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,Repair,500,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,Repair,1000,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,Repair,1500,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Far,5,Repair,2500,0,0.155162331050455,1,1,15.5524953274134,1,2
addition_stress_instances,Tight,1,Restart,500,0.559798075644578,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,Restart,1000,0.0571294984892048,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,Restart,1500,0.199101911309824,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,Restart,2500,0.12000641195091,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,WarmStart,500,0.00717438019398561,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,WarmStart,1000,0.00717438019398561,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,WarmStart,1500,0,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,WarmStart,2500,0,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,Repair,500,0.00989528312301959,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,Repair,1000,0.00989528312301959,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,Repair,1500,0.00989528312301959,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,1,Repair,2500,0.00989528312301959,0.23038888553521,1,1,1.21763003963599,1,2
addition_stress_instances,Tight,2,Restart,500,0.587001955906994,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,Restart,1000,0.698714798070353,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,Restart,1500,0.415226775753174,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,Restart,2500,0.162955669419753,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,WarmStart,500,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,WarmStart,1000,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,WarmStart,1500,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,WarmStart,2500,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,Repair,500,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,Repair,1000,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,Repair,1500,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,2,Repair,2500,0,0.0690803838840778,1,1,44.4594717054911,0,2
addition_stress_instances,Tight,3,Restart,500,0.661010993987929,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,Restart,1000,0.634346637555465,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,Restart,1500,0.383122476273111,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,Restart,2500,0.317090290422031,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,WarmStart,500,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,WarmStart,1000,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,WarmStart,1500,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,WarmStart,2500,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,Repair,500,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,Repair,1000,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,Repair,1500,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,3,Repair,2500,0,0.00101665679387863,1,1,29.8060492219763,1,2
addition_stress_instances,Tight,4,Restart,500,0.690010987864201,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,Restart,1000,0.34403475243509,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,Restart,1500,0.297341061647725,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,Restart,2500,0.41537359973406,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,WarmStart,500,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,WarmStart,1000,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,WarmStart,1500,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,WarmStart,2500,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,Repair,500,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,Repair,1000,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,Repair,1500,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,4,Repair,2500,0,0.0832444200272005,1,1,32.2221057732316,0,2
addition_stress_instances,Tight,5,Restart,500,0.951062474086647,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,Restart,1000,0.608174193174242,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,Restart,1500,0.319680758364844,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,Restart,2500,0.279429932790703,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,WarmStart,500,0,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,WarmStart,1000,0,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,WarmStart,1500,0,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,WarmStart,2500,0,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,Repair,500,0,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,Repair,1000,0,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,Repair,1500,0,0.000519163238815606,1,1,13.9592106391795,2,2
addition_stress_instances,Tight,5,Repair,2500,0,0.000519163238815606,1,1,13.9592106391795,2,2
