dataset,level,instance,checkpoint_fe,n_add,insertion_ratio,slack_loss,min_slack_after,critical_count,mean_detour_ratio,repair_gap,warm_gap,restart_gap,repair_feasible,warm_feasible,restart_feasible,warm_gain_vs_repair,restart_gain_vs_warm,best_strategy
addition_instances,M2,10,1000,2,0.000414006954072155,11.3449501488044,80,0,1,0,0,0.455613377618733,1,1,1,0,-0.455613377618733,Repair
addition_instances,M2,10,1500,2,0.000414006954072155,11.3449501488044,80,0,1,0,0,0.369205498826271,1,1,1,0,-0.369205498826271,Repair
addition_instances,M2,10,2500,2,0.000414006954072155,11.3449501488044,80,0,1,0,0,0.16806038559741,1,1,1,0,-0.16806038559741,Repair
addition_instances,M4,1,500,4,0.000788403383370667,9.6894989424832,80,0,1,0,0.0145760670277067,0.970664967840304,1,1,1,-0.0145760670277067,-0.956088900812597,Repair
addition_instances,M4,1,1000,4,0.000788403383370667,9.6894989424832,80,0,1,0,0.0145760670277067,0.951161810383133,1,1,1,-0.0145760670277067,-0.936585743355426,Repair
addition_instances,M4,1,1500,4,0.000788403383370667,9.6894989424832,80,0,1,0,0.0145760670277067,0.828124484027304,1,1,1,-0.0145760670277067,-0.813548416999597,Repair
addition_instances,M4,1,2500,4,0.000788403383370667,9.6894989424832,80,0,1,0,0.00618681485974585,0.717680837763036,1,1,1,-0.00618681485974585,-0.71149402290329,Repair
addition_instances,M4,2,500,4,0.00160918712680885,24.7071275664732,80,0,1,0,0.131681692842831,0.913631279617913,1,1,1,-0.131681692842831,-0.781949586775082,Repair
addition_instances,M4,2,1000,4,0.00160918712680885,24.7071275664732,80,0,1,0,0.0422704390796432,0.785471966574147,1,1,1,-0.0422704390796432,-0.743201527494504,Repair
addition_instances,M4,2,1500,4,0.00160918712680885,24.7071275664732,80,0,1,0,0.0422704390796432,0.542563361859708,1,1,1,-0.0422704390796432,-0.500292922780065,Repair
addition_instances,M4,2,2500,4,0.00160918712680885,24.7071275664732,80,0,1,0,0,0.344119354079485,1,1,1,0,-0.344119354079485,Repair
addition_instances,M4,3,500,4,0.000381364063157591,15.9241600300475,80,0,1,0,0.114882987942547,1.13523612741051,1,1,1,-0.114882987942547,-1.02035313946796,Repair
addition_instances,M4,3,1000,4,0.000381364063157591,15.9241600300475,80,0,1,0,0.0765964282291233,0.810103903684571,1,1,1,-0.0765964282291233,-0.733507475455448,Repair
addition_instances,M4,3,1500,4,0.000381364063157591,15.9241600300475,80,0,1,0,0,0.528103058921194,1,1,1,0,-0.528103058921194,Repair
addition_instances,M4,3,2500,4,0.000381364063157591,15.9241600300475,80,0,1,0,0,0.357413907256791,1,1,1,0,-0.357413907256791,Repair
addition_instances,M4,4,500,4,0.000504756731213523,13.3500422423118,80,0,1,0,0.0346634962873446,0.861893540940015,1,1,1,-0.0346634962873446,-0.82723004465267,Repair
addition_instances,M4,4,1000,4,0.000504756731213523,13.3500422423118,80,0,1,0,0.0315252516850177,0.621091255532835,1,1,1,-0.0315252516850177,-0.589566003847817,Repair
addition_instances,M4,4,1500,4,0.000504756731213523,13.3500422423118,80,0,1,0,0,0.589583348714234,1,1,1,0,-0.589583348714234,Repair
addition_instances,M4,4,2500,4,0.000504756731213523,13.3500422423118,80,0,1,0,0,0.562677791977408,1,1,1,0,-0.562677791977408,Repair
addition_instances,M4,5,500,4,0.000930430074504412,18.305330988234,80,0,1,0,0.16053991250722,1.10443788094211,1,1,1,-0.16053991250722,-0.94389796843489,Repair
addition_instances,M4,5,1000,4,0.000930430074504412,18.305330988234,80,0,1,0,0.132980313323187,0.957222090495737,1,1,1,-0.132980313323187,-0.82424177717255,Repair
addition_instances,M4,5,1500,4,0.000930430074504412,18.305330988234,80,0,1,0,0.055342131602178,0.957222090495737,1,1,1,-0.055342131602178,-0.901879958893559,Repair
addition_instances,M4,5,2500,4,0.000930430074504412,18.305330988234,80,0,1,0,0,0.647142569645554,1,1,1,0,-0.647142569645554,Repair
addition_instances,M4,6,500,4,0.000661604764438052,12.4145341502257,80,0,1,0,0.0608444335131349,0.963770168430092,1,1,1,-0.0608444335131349,-0.902925734916957,Repair
addition_instances,M4,6,1000,4,0.000661604764438052,12.4145341502257,80,0,1,0,0.0280166848590113,0.906646945235832,1,1,1,-0.0280166848590113,-0.878630260376821,Repair
addition_instances,M4,6,1500,4,0.000661604764438052,12.4145341502257,80,0,1,0,0,0.73910150764342,1,1,1,0,-0.73910150764342,Repair
addition_instances,M4,6,2500,4,0.000661604764438052,12.4145341502257,80,0,1,0,0,0.616398443662576,1,1,1,0,-0.616398443662576,Repair
addition_instances,M4,7,500,4,0.00106149877862755,23.3230643721596,80,0,1,0,0.0384164090290067,0.649017318513283,1,1,1,-0.0384164090290067,-0.610600909484276,Repair
addition_instances,M4,7,1000,4,0.00106149877862755,23.3230643721596,80,0,1,0,0.0254220872498494,0.506687755443393,1,1,1,-0.0254220872498494,-0.481265668193544,Repair
addition_instances,M4,7,1500,4,0.00106149877862755,23.3230643721596,80,0,1,0,0.0254220872498494,0.308345853791394,1,1,1,-0.0254220872498494,-0.282923766541545,Repair
addition_instances,M4,7,2500,4,0.00106149877862755,23.3230643721596,80,0,1,0,0,0.208817142454137,1,1,1,0,-0.208817142454137,Repair
addition_instances,M4,8,500,4,0.000335092330932282,22.6285496115443,80,0,0.75,0,0.160449667049953,0.724144287049306,1,1,1,-0.160449667049953,-0.563694619999353,Repair
addition_instances,M4,8,1000,4,0.000335092330932282,22.6285496115443,80,0,0.75,0,0.0625326823155562,0.649325081979674,1,1,1,-0.0625326823155562,-0.586792399664118,Repair
addition_instances,M4,8,1500,4,0.000335092330932282,22.6285496115443,80,0,0.75,0,0.057415359009335,0.563705348677917,1,1,1,-0.057415359009335,-0.506289989668582,Repair
addition_instances,M4,8,2500,4,0.000335092330932282,22.6285496115443,80,0,0.75,0,0,0.428001070704016,1,1,1,0,-0.428001070704016,Repair
addition_instances,M4,9,500,4,0.00029503373083734,27.0019639112931,80,0,1,0,0.166179822792082,0.75426727784548,1,1,1,-0.166179822792082,-0.588087455053398,Repair
addition_instances,M4,9,1000,4,0.00029503373083734,27.0019639112931,80,0,1,0,0.0547612402662828,0.621390590531208,1,1,1,-0.0547612402662828,-0.566629350264925,Repair
addition_instances,M4,9,1500,4,0.00029503373083734,27.0019639112931,80,0,1,0,0.0421440627398784,0.515397648610404,1,1,1,-0.0421440627398784,-0.473253585870526,Repair
addition_instances,M4,9,2500,4,0.00029503373083734,27.0019639112931,80,0,1,0,0,0.368880648779249,1,1,1,0,-0.368880648779249,Repair
addition_instances,M4,10,500,4,0.000552124907682614,22.6131738318328,71.4675521287701,0,0.5,0.0016564505518729,0.15321386191604,0.840117736818924,1,1,1,-0.151557411364167,-0.686903874902884,Repair
addition_instances,M4,10,1000,4,0.000552124907682614,22.6131738318328,71.4675521287701,0,0.5,0.0016564505518729,0.106388929888564,0.729761439758708,1,1,1,-0.104732479336691,-0.623372509870144,Repair
addition_instances,M4,10,1500,4,0.000552124907682614,22.6131738318328,71.4675521287701,0,0.5,0.0016564505518729,0.0016564505518729,0.655891189903811,1,1,1,0,-0.654234739351938,Repair
addition_instances,M4,10,2500,4,0.000552124907682614,22.6131738318328,71.4675521287701,0,0.5,0.0016564505518729,0.0016564505518729,0.638685485538017,1,1,1,0,-0.637029034986144,Repair
addition_stress_instances,Far,1,500,2,0.180259328269142,33.8776556286971,49.7317931153106,0,1,0,0,0.724259079790832,1,1,1,0,-0.724259079790832,Repair
addition_stress_instances,Far,1,1000,2,0.180259328269142,33.8776556286971,49.7317931153106,0,1,0,0,0.451969339918013,1,1,1,0,-0.451969339918013,Repair
addition_stress_instances,Far,1,1500,2,0.180259328269142,33.8776556286971,49.7317931153106,0,1,0,0,0.331904500613642,1,1,1,0,-0.331904500613642,Repair
addition_stress_instances,Far,1,2500,2,0.180259328269142,33.8776556286971,49.7317931153106,0,1,0,0,0.287651145236882,1,1,1,0,-0.287651145236882,Repair
addition_stress_instances,Far,2,500,2,0.17570209059769,92.8239920583426,48.5856557401993,0,1,0,0,0.596408497597978,1,1,1,0,-0.596408497597978,Repair
addition_stress_instances,Far,2,1000,2,0.17570209059769,92.8239920583426,48.5856557401993,0,1,0,0,0.400840253894296,1,1,1,0,-0.400840253894296,Repair
addition_stress_instances,Far,2,1500,2,0.17570209059769,92.8239920583426,48.5856557401993,0,1,0,0,0.301043435166703,1,1,1,0,-0.301043435166703,Repair
addition_stress_instances,Far,2,2500,2,0.17570209059769,92.8239920583426,48.5856557401993,0,1,0,0,0.240339297149259,1,1,1,0,-0.240339297149259,Repair
addition_stress_instances,Far,3,500,2,0.185446050497687,43.1881021915465,122.231794461981,0,1,0,0,0.421865899079241,1,1,1,0,-0.421865899079241,Repair
addition_stress_instances,Far,3,1000,2,0.185446050497687,43.1881021915465,122.231794461981,0,1,0,0,0.168026689440453,1,1,1,0,-0.168026689440453,Repair
addition_stress_instances,Far,3,1500,2,0.185446050497687,43.1881021915465,122.231794461981,0,1,0,0,0.085860728186424,1,1,1,0,-0.085860728186424,Repair
addition_stress_instances,Far,3,2500,2,0.185446050497687,43.1881021915465,122.231794461981,0,1,0,0,0.0617735806428458,1,1,1,0,-0.0617735806428458,Repair
addition_stress_instances,Far,4,500,2,0.180062722199903,40.6077347866108,156.106435524659,0,1,0,0,0.676724720531061,1,1,1,0,-0.676724720531061,Repair
addition_stress_instances,Far,4,1000,2,0.180062722199903,40.6077347866108,156.106435524659,0,1,0,0,0.620457104066211,1,1,1,0,-0.620457104066211,Repair
addition_stress_instances,Far,4,1500,2,0.180062722199903,40.6077347866108,156.106435524659,0,1,0,0,0.54247067189242,1,1,1,0,-0.54247067189242,Repair
addition_stress_instances,Far,4,2500,2,0.180062722199903,40.6077347866108,156.106435524659,0,1,0,0,0.425013121249643,1,1,1,0,-0.425013121249643,Repair
addition_stress_instances,Far,5,500,2,0.155162331050455,4.60783141026837,15.5524953274134,1,1,0,0,0.794558446310209,1,1,1,0,-0.794558446310209,Repair
addition_stress_instances,Far,5,1000,2,0.155162331050455,4.60783141026837,15.5524953274134,1,1,0,0,0.694128337833879,1,1,1,0,-0.694128337833879,Repair
addition_stress_instances,Far,5,1500,2,0.155162331050455,4.60783141026837,15.5524953274134,1,1,0,0,0.45489603754896,1,1,1,0,-0.45489603754896,Repair
addition_stress_instances,Far,5,2500,2,0.155162331050455,4.60783141026837,15.5524953274134,1,1,0,0,0.399898431499945,1,1,1,0,-0.399898431499945,Repair
addition_stress_instances,Near,1,500,2,0.000583995104665499,33.9558335529124,35.6036914381914,0,1,0,0,0.477189304821207,1,1,1,0,-0.477189304821207,Repair
addition_stress_instances,Near,1,1000,2,0.000583995104665499,33.9558335529124,35.6036914381914,0,1,0,0,0.277750554882277,1,1,1,0,-0.277750554882277,Repair
addition_stress_instances,Near,1,1500,2,0.000583995104665499,33.9558335529124,35.6036914381914,0,1,0,0,0.170111474454402,1,1,1,0,-0.170111474454402,Repair
addition_stress_instances,Near,1,2500,2,0.000583995104665499,33.9558335529124,35.6036914381914,0,1,0,0,0.0173736833168264,1,1,1,0,-0.0173736833168264,Repair
addition_stress_instances,Near,2,500,2,0.228441331246189,38.7218735031545,-4.59687489905673,1,1,0.159970867071583,0.0859716362499634,0.421679362928494,0,1,1,0.0739992308216196,-0.335707726678531,WarmStart
addition_stress_instances,Near,2,1000,2,0.228441331246189,38.7218735031545,-4.59687489905673,1,1,0.159970867071583,0.0859716362499634,0.269651403349611,0,1,1,0.0739992308216196,-0.183679767099648,WarmStart
addition_stress_instances,Near,2,1500,2,0.228441331246189,38.7218735031545,-4.59687489905673,1,1,0.159970867071583,0.0859716362499634,0.171193691832107,0,1,1,0.0739992308216196,-0.0852220555821436,WarmStart
addition_stress_instances,Near,2,2500,2,0.228441331246189,38.7218735031545,-4.59687489905673,1,1,0.159970867071583,0.0859716362499634,0.171193691832107,0,1,1,0.0739992308216196,-0.0852220555821436,WarmStart
addition_stress_instances,Near,3,500,2,0.000837467198218211,13.6178019874268,42.890651976401,0,1,0,0,0.732919492020034,1,1,1,0,-0.732919492020034,Repair
addition_stress_instances,Near,3,1000,2,0.000837467198218211,13.6178019874268,42.890651976401,0,1,0,0,0.274315263589518,1,1,1,0,-0.274315263589518,Repair
addition_stress_instances,Near,3,1500,2,0.000837467198218211,13.6178019874268,42.890651976401,0,1,0,0,0.221864568149074,1,1,1,0,-0.221864568149074,Repair
addition_stress_instances,Near,3,2500,2,0.000837467198218211,13.6178019874268,42.890651976401,0,1,0,0,0.21334150215739,1,1,1,0,-0.21334150215739,Repair
addition_stress_instances,Near,4,500,2,0.0741278546780723,24.7024197883749,18.5463612583983,1,1,0.00545757817417225,0,0.719742528105366,1,1,1,0.00545757817417225,-0.719742528105366,WarmStart
addition_stress_instances,Near,4,1000,2,0.0741278546780723,24.7024197883749,18.5463612583983,1,1,0.00545757817417225,0,0.501456435522089,1,1,1,0.00545757817417225,-0.501456435522089,WarmStart
addition_stress_instances,Near,4,1500,2,0.0741278546780723,24.7024197883749,18.5463612583983,1,1,0.00545757817417225,0,0.390236324620841,1,1,1,0.00545757817417225,-0.390236324620841,WarmStart
addition_stress_instances,Near,4,2500,2,0.0741278546780723,24.7024197883749,18.5463612583983,1,1,0.00545757817417225,0,0.265663673781008,1,1,1,0.00545757817417225,-0.265663673781008,WarmStart
addition_stress_instances,Near,5,500,2,0.0485378965382577,140.192801736673,76.6162934767557,0,1,0,0,0.659477063033529,1,1,1,0,-0.659477063033529,Repair
addition_stress_instances,Near,5,1000,2,0.0485378965382577,140.192801736673,76.6162934767557,0,1,0,0,0.643739374132147,1,1,1,0,-0.643739374132147,Repair
addition_stress_instances,Near,5,1500,2,0.0485378965382577,140.192801736673,76.6162934767557,0,1,0,0,0.643739374132147,1,1,1,0,-0.643739374132147,Repair
addition_stress_instances,Near,5,2500,2,0.0485378965382577,140.192801736673,76.6162934767557,0,1,0,0,0.589546225460796,1,1,1,0,-0.589546225460796,Repair
addition_stress_instances,Tight,1,500,2,0.23038888553521,55.4319159608878,1.21763003963599,1,1,0.00989528312301959,0.00717438019398561,0.264237831393588,1,1,1,0.00272090292903398,-0.257063451199602,WarmStart
addition_stress_instances,Tight,1,1000,2,0.23038888553521,55.4319159608878,1.21763003963599,1,1,0.00989528312301959,0.00717438019398561,0.106445755607548,1,1,1,0.00272090292903398,-0.0992713754135624,WarmStart
addition_stress_instances,Tight,1,1500,2,0.23038888553521,55.4319159608878,1.21763003963599,1,1,0.00989528312301959,0.00717438019398561,0.059077047870628,1,1,1,0.00272090292903398,-0.0519026676766424,WarmStart
addition_stress_instances,Tight,1,2500,2,0.23038888553521,55.4319159608878,1.21763003963599,1,1,0.00989528312301959,0.00717438019398561,0.0358442970090587,1,1,1,0.00272090292903398,-0.0286699168150731,WarmStart
addition_stress_instances,Tight,2,500,2,0.0690803838840778,99.5554816871828,44.4594717054911,0,1,0,0,0.67250846893821,1,1,1,0,-0.67250846893821,Repair
addition_stress_instances,Tight,2,1000,2,0.0690803838840778,99.5554816871828,44.4594717054911,0,1,0,0,0.67250846893821,1,1,1,0,-0.67250846893821,Repair
addition_stress_instances,Tight,2,1500,2,0.0690803838840778,99.5554816871828,44.4594717054911,0,1,0,0,0.457838800954514,1,1,1,0,-0.457838800954514,Repair
addition_stress_instances,Tight,2,2500,2,0.0690803838840778,99.5554816871828,44.4594717054911,0,1,0,0,0.126511170660408,1,1,1,0,-0.126511170660408,Repair
addition_stress_instances,Tight,3,500,2,0.00101665679387863,64.5035770167964,29.8060492219763,1,1,0,0,0.899882779114994,1,1,1,0,-0.899882779114994,Repair
